dataset,target,binning,n_bins,epsilon,split,fingerprint,attack_edges,white_box,edge_mae,edge_max,cell_agreement,auc_ratio_shipped,auc_ratio_1_way_only,auc_log,auc_log_1_way_only,auc_log_2_way_only,auc_log_inverse_variance,auc_log_class_centred,auc_log_1_way_only_class_centred,auc_log_2_way_only_class_centred,status
BRCA,pgm,quantile,4,10.0,3,4d01a7704b748c5f,aux,False,0.0123084184202388,0.4612004297145464,0.9822138469656596,0.6042985495950031,0.6635681858877807,0.6236004171099337,0.6643686999020424,0.605141195925805,0.6142733755358704,0.6969896459832103,0.6716733902821812,0.6731374882819496,ok
BRCA,pgm,quantile,4,10.0,3,4d01a7704b748c5f,uniform,False,4.15161090455416,14.425698041915894,0.2824029474893947,0.5194545971623885,0.5160524126017758,0.5412106721157797,0.5448814501943353,0.5354490778289217,0.5393147178714753,0.5704557663341725,0.5513750934810773,0.5849334836052623,ok
BRCA,pgm,quantile,4,10.0,3,4d01a7704b748c5f,generator,True,0.0,0.0,1.0,0.6247432561960838,0.7059269636292778,0.6484163515520492,0.7044628656295094,0.6186235372186351,0.6336595076838812,0.7292577339133549,0.7320174006467312,0.6958836726740328,ok
BRCA,pgm,quantile,4,10.0,4,b7ef7d9a37a3bf1d,aux,False,0.0109672551256042,0.4606589811214068,0.9843743251439848,0.6207090868873697,0.6331381202666976,0.6342914924319827,0.633359314928533,0.612725012903022,0.6240586060523072,0.6836284351004329,0.6569376125722832,0.6517237384004466,ok
BRCA,pgm,quantile,4,10.0,4,b7ef7d9a37a3bf1d,uniform,False,4.151974961557759,14.426239490509031,0.2822987262474156,0.5121393737031146,0.5142301899114168,0.5144250518754148,0.5163894711340966,0.5172742497814387,0.5162894068823138,0.5293820242471482,0.5259693066074006,0.527517669240249,ok
BRCA,pgm,quantile,4,10.0,4,b7ef7d9a37a3bf1d,generator,True,0.0,0.0,1.0,0.6530087740549195,0.6561897639536965,0.6591916915071784,0.6549310609970613,0.6302678562024036,0.6469627866314159,0.7202045523968021,0.7053845100538241,0.6758866219361906,ok
BRCA,pgm,quantile,4,10.0,5,f76ba94467ccccdf,aux,False,0.0117991710943446,0.4636248486407854,0.9825133656700864,0.6036919206865936,0.6478882171394749,0.6325201877140321,0.6476134105610283,0.6078298735889739,0.620893755548979,0.6744968925717667,0.6606085908764215,0.6486545047139898,ok
BRCA,pgm,quantile,4,10.0,5,f76ba94467ccccdf,uniform,False,4.151565640270913,14.423273622989656,0.2822799476452571,0.5171067095083076,0.5145541791738891,0.521043842218746,0.5176404684395215,0.5215670316661734,0.5213662114742316,0.5447194859003087,0.5299010696317592,0.5541527501796812,ok
BRCA,pgm,quantile,4,10.0,5,f76ba94467ccccdf,generator,True,0.0,0.0,1.0,0.6259829619921363,0.6756066883693399,0.6572263560647698,0.6735456390309897,0.624202003974126,0.6419957299285503,0.7014332220014374,0.7029605124085738,0.6675368874984146,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,5,7b02564017a7d857,aux,False,0.0117991710943446,0.4636248486407854,0.9825133656700864,0.6242707056187375,0.6614065869022957,0.6267175411152919,0.6623525557011796,0.5936614805732888,0.6028516467255739,0.6721451824292901,0.6868684733437619,0.6381748615397624,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,5,7b02564017a7d857,uniform,False,4.151565640270913,14.423273622989656,0.2822799476452571,0.5271160106540397,0.5150192364604913,0.5246374667061261,0.518840104849279,0.5201401513550077,0.521582885891853,0.543884496681182,0.5313279499429248,0.5503265970490001,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,5,7b02564017a7d857,generator,True,0.0,0.0,1.0,0.6539973787680209,0.6853517524204118,0.6580930537352555,0.6854997251934214,0.6135426795755295,0.6271773136600008,0.708298101720712,0.7338603982581491,0.6613008920644315,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,3,cc561f7dcf9457e4,aux,False,0.0123084184202388,0.4612004297145464,0.9822138469656596,0.6554419153351099,0.6680868768367056,0.6448035054087362,0.6686503965704294,0.6166959837369258,0.6244746626781407,0.6946197031778301,0.6949093628540431,0.6651112819810616,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,3,cc561f7dcf9457e4,uniform,False,4.15161090455416,14.425698041915894,0.2824029474893947,0.5278915935495423,0.5207238331981587,0.5567364307608043,0.5476937823233866,0.5523546698406345,0.5550774707970381,0.5692918610897524,0.5535449077828921,0.5824318773106942,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,3,cc561f7dcf9457e4,generator,True,0.0,0.0,1.0,0.6826962575969833,0.7044049336942668,0.6731954202171921,0.7043628013777268,0.6327115305617291,0.6439081936822592,0.7275250423956434,0.7606410431961576,0.6868304911574801,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,4,ed58f5997447aa00,aux,False,0.0109672551256042,0.4606589811214068,0.9843743251439848,0.630209924267161,0.6503254721452723,0.6330854548710224,0.6511812848249928,0.5978786378622062,0.6080904580836115,0.6868146915387775,0.7025827110039078,0.6467837242861205,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,4,ed58f5997447aa00,uniform,False,4.151974961557759,14.426239490509031,0.2822987262474156,0.5189226766660698,0.5163052065010164,0.519470396781091,0.5182590926805634,0.523957488492611,0.5215032810541506,0.5370764385552829,0.5280601228157027,0.5389723927995871,ok
BRCA,pgm@epsilon=300,quantile,4,300.0,4,ed58f5997447aa00,generator,True,0.0,0.0,1.0,0.6735008795121078,0.6658380644413782,0.6747595824687431,0.6664753157290471,0.6216728636282245,0.6384257259924794,0.7364307608043059,0.7609201697932357,0.6731954202171921,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,3,b91003b5f1fd01f4,aux,False,0.0123084184202388,0.4612004297145464,0.9822138469656596,0.6516868726234739,0.6645740949451753,0.6371933557336817,0.665332476642897,0.610049610802726,0.6173543011828648,0.6959574042279779,0.692107563804127,0.6656958678730553,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,3,b91003b5f1fd01f4,uniform,False,4.15161090455416,14.425698041915894,0.2824029474893947,0.5281812532257555,0.5204763058384858,0.5563993722284836,0.5476937823233865,0.5441546677340187,0.5501321901431445,0.5672537102771253,0.5535343747037572,0.578734766534301,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,3,b91003b5f1fd01f4,generator,True,0.0,0.0,1.0,0.6759498204110007,0.7011554787811121,0.6639368436575064,0.7011607453206796,0.6240691391314422,0.634654883662141,0.7287679457335763,0.7591874782755242,0.6875098747616891,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,4,2e2e3e022dc6f96e,aux,False,0.0109672551256042,0.4606589811214068,0.9843743251439848,0.6321638104467079,0.657598563288006,0.6345495528707907,0.6586334383130221,0.5986106868620904,0.6088330401626307,0.6887527780996219,0.7093607474272954,0.6487007446886949,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,4,2e2e3e022dc6f96e,uniform,False,4.151974961557759,14.426239490509031,0.2822987262474156,0.5180273649395928,0.5164895353858794,0.5206395685650786,0.5183064915366709,0.5255058511254596,0.5234413676149949,0.5377821548573295,0.5282497182401331,0.5403153603893025,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,4,2e2e3e022dc6f96e,generator,True,0.0,0.0,1.0,0.6756232949578149,0.6723001084907151,0.6770399941014758,0.6729900251740591,0.6231632943258303,0.6399003570713826,0.7396802157174608,0.7683512571229948,0.6756390945765176,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,1,2e4925361308f7f2,aux,False,0.0122271473812469,0.4701778428920367,0.9826861288099435,0.6358977870000737,0.6611245115284552,0.6539883504144767,0.6618302278305017,0.6034822359620386,0.6166696510390882,0.6893320974520482,0.7185508589726035,0.6370300930070887,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,1,2e4925361308f7f2,uniform,False,4.153212548602416,14.416720628738403,0.2814433609190999,0.4931903643392074,0.4987518301224997,0.4966241481372249,0.5034864491936928,0.5006477843668039,0.4984305712088814,0.5056509969559401,0.5014693645393358,0.5136403374798555,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,1,2e4925361308f7f2,generator,True,0.0,0.0,1.0,0.6823539325250951,0.6700670957140901,0.6952464213863638,0.6701039614910627,0.6312000337058532,0.6499541811057626,0.7405123289691276,0.7466057152487386,0.6715364602534258,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,2,557f6b81cd1a60ff,aux,False,0.0110347733304537,0.4746020572551348,0.9844973249881224,0.6105867978386121,0.649453859846849,0.624869653145704,0.6504334362064061,0.5900788927627213,0.599326936243272,0.6593865534711763,0.7080967779310926,0.61522661919759,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,2,557f6b81cd1a60ff,uniform,False,4.152846490963023,14.412296414375303,0.2813335060964732,0.5060565205026385,0.5082052686461833,0.5272280095640358,0.5214822148958805,0.5305037971750282,0.5311831807792372,0.5289554345421797,0.5272964745784134,0.5319942278726341,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,2,557f6b81cd1a60ff,generator,True,0.0,0.0,1.0,0.6573484026585492,0.6701197611097653,0.6716312579656412,0.6704462865629509,0.6118455007952475,0.6276714521956203,0.7186719893826561,0.7752293577981652,0.6464940646099074,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,5,6a9107979e46c9a2,aux,False,0.0117991710943446,0.4636248486407854,0.9825133656700864,0.6232930283684945,0.6643607576205978,0.6256500232528643,0.6652327400329767,0.5940948294085316,0.6033801209148945,0.670961400245212,0.6896905255147339,0.6374297129328204,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,5,6a9107979e46c9a2,uniform,False,4.151565640270913,14.423273622989656,0.2822799476452571,0.5264924111106413,0.5147549993658309,0.5229199255908341,0.5185177355937935,0.5179998308882594,0.5198336363252019,0.5440800321312307,0.531127129750983,0.5505274172409419,ok
BRCA,pgm@epsilon=1000,quantile,4,1000.0,5,6a9107979e46c9a2,generator,True,0.0,0.0,1.0,0.6509850758888935,0.6870005918910921,0.6562698177820996,0.687074578277597,0.6132942967065489,0.6263370396989811,0.7076956411448865,0.7346425400583436,0.6617765188348201,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,61e11eb3a7f6e0d6,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.5072142338950979,0.5066311844529064,0.5120828973278015,0.5094036781593825,0.5114781172584641,0.511918413196174,0.5173062714589943,0.5128454751819522,0.5173828301300161,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,61e11eb3a7f6e0d6,uniform,False,0.0,0.0,1.0,0.5043457911118392,0.5119892884724038,0.505909058996981,0.5206043120250604,0.5049194796684909,0.5054594021737313,0.5068936235653607,0.5194823430296506,0.5051621940578436,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,61e11eb3a7f6e0d6,generator,True,0.0,0.0,1.0,0.5043457911118392,0.5119892884724038,0.505909058996981,0.5206043120250604,0.5049194796684909,0.5054594021737313,0.5068936235653607,0.5194823430296506,0.5051621940578436,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,dff4e504e58207f0,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.5007595689980844,0.5020771136378073,0.5012540243449888,0.5029717468415369,0.4996389372720373,0.5003961660487368,0.4987386206735157,0.5020971726782497,0.4968841623846187,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,dff4e504e58207f0,uniform,False,0.0,0.0,1.0,0.5154872508082122,0.5096982117365445,0.4961871107292464,0.5014235232367268,0.4965665609109478,0.4963903756723957,0.4960216236455969,0.4978847741853521,0.4957548384077134,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,dff4e504e58207f0,generator,True,0.0,0.0,1.0,0.5154872508082122,0.5096982117365445,0.4961871107292464,0.5014235232367268,0.4965665609109478,0.4963903756723957,0.4960216236455969,0.4978847741853521,0.4957548384077134,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,82d4465501e3dd19,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.5025836044089771,0.5031442545893413,0.5041645911131765,0.5039198708197795,0.5035568021877728,0.5040833519993848,0.5004306007348295,0.5026842339285297,0.5003149269349452,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,82d4465501e3dd19,uniform,False,0.0,0.0,1.0,0.4999020450191731,0.4993213357983666,0.5027333785776135,0.5176008050361564,0.5022021483232314,0.5024324929709779,0.5040007756162305,0.5169341762587883,0.5026273999806097,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,82d4465501e3dd19,generator,True,0.0,0.0,1.0,0.4999020450191731,0.4993213357983666,0.5027333785776135,0.5176008050361564,0.5022021483232314,0.5024324929709779,0.5040007756162305,0.5169341762587883,0.5026273999806097,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,58ad544ade6f6825,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.4926563687856692,0.4916257776278736,0.4901210476159883,0.4931214732367522,0.4910960939256689,0.4905737715888771,0.4900708564881736,0.4939509652757701,0.490414498409945,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,58ad544ade6f6825,uniform,False,0.0,0.0,1.0,0.4957544998019124,0.5004272938014627,0.5045914843724905,0.4911626808219032,0.5050077361258338,0.5047788645829987,0.5051051069137944,0.4909829965843264,0.5062809177347338,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,58ad544ade6f6825,generator,True,0.0,0.0,1.0,0.4957544998019124,0.5004272938014627,0.5045914843724905,0.4911626808219032,0.5050077361258338,0.5047788645829987,0.5051051069137944,0.4909829965843264,0.5062809177347338,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,623b816bdcb302d4,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.50002710320902,0.5006324082104654,0.5027554929170281,0.4990018657715246,0.5041126610131381,0.5036786750613,0.5119829644620046,0.496614106517619,0.5139862596768494,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,623b816bdcb302d4,uniform,False,0.0,0.0,1.0,0.5041086457229129,0.4970186470078057,0.5023469371366163,0.5043328327604852,0.5022114210915165,0.5022766695576757,0.5092662860171533,0.5007401518315078,0.5101349271358667,ok
COMBINED,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,623b816bdcb302d4,generator,True,0.0,0.0,1.0,0.5041086457229129,0.4970186470078057,0.5023469371366163,0.5043328327604852,0.5022114210915165,0.5022766695576757,0.5092662860171533,0.5007401518315078,0.5101349271358667,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,523d38aa33d0bc3b,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.4995082191918213,0.5030656900142754,0.5041348368698536,0.5028059254405466,0.5031292103090095,0.5038322796765146,0.5000635202947341,0.5016572110578804,0.5011082619844409,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,523d38aa33d0bc3b,uniform,False,0.0,0.0,1.0,0.5212298197695217,0.5303232514367288,0.5166152375157547,0.5153113998870007,0.5156998766369013,0.5161388353052484,0.5233811518569657,0.5187725873153315,0.5248170448352986,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,523d38aa33d0bc3b,generator,True,0.0,0.0,1.0,0.5212298197695217,0.5303232514367288,0.5166152375157547,0.5153113998870007,0.5156998766369013,0.5161388353052484,0.5233811518569657,0.5187725873153315,0.5248170448352986,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,4ba6b3f539373553,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.5087103039947579,0.5039185335504167,0.508532781486843,0.5050458516232779,0.5081981298287961,0.508600982224347,0.504694149780855,0.5056101792943899,0.5058050863040214,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,4ba6b3f539373553,uniform,False,0.0,0.0,1.0,0.5111859239026869,0.5171916006111321,0.5040054560590003,0.5080319741104651,0.5049378671222298,0.5045741298555415,0.5115072028671055,0.5122667718651899,0.5105283216935179,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,4ba6b3f539373553,generator,True,0.0,0.0,1.0,0.5111859239026869,0.5171916006111321,0.5040054560590003,0.5080319741104651,0.5049378671222298,0.5045741298555415,0.5115072028671055,0.5122667718651899,0.5105283216935179,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,513b2522b535a245,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.5105527268593895,0.5059963158229054,0.5122463785074067,0.5067629054851446,0.5107483025037025,0.512330292159924,0.5148487046874634,0.5098947903328798,0.5154648515463848,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,513b2522b535a245,uniform,False,0.0,0.0,1.0,0.5179725659190216,0.5020988442649532,0.5133131851416001,0.5116262198403969,0.5138918884583625,0.5135742869846917,0.5235312603429427,0.5151826877108289,0.5252650300718448,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,513b2522b535a245,generator,True,0.0,0.0,1.0,0.5179725659190216,0.5020988442649532,0.5133131851416001,0.5116262198403969,0.5138918884583625,0.5135742869846917,0.5235312603429427,0.5151826877108289,0.5252650300718448,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,5,7b0b0f2a611ceab9,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.5002379059458417,0.5003396266315462,0.5022723196599317,0.500605974216483,0.5031185420748878,0.5027394317561273,0.507036126904586,0.4991497622948186,0.5067312994549913,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,5,7b0b0f2a611ceab9,uniform,False,0.0,0.0,1.0,0.5135121208227598,0.5008130962705983,0.5157861135202852,0.5087479789705867,0.5143931424196675,0.5154136953519,0.5278413532063431,0.5109051936440633,0.5272229985116659,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,5,7b0b0f2a611ceab9,generator,True,0.0,0.0,1.0,0.5135121208227598,0.5008130962705983,0.5157861135202852,0.5087479789705867,0.5143931424196675,0.5154136953519,0.5278413532063431,0.5109051936440633,0.5272229985116659,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,135840f1d0257250,aux,False,5.161096819774543,18.368195786458102,0.0696673095399269,0.4943852858351267,0.4916742957180945,0.4907263526174338,0.4919784539526516,0.4936304112727934,0.4914879193301425,0.4944816528005311,0.4922361017421006,0.4978809305836625,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,135840f1d0257250,uniform,False,0.0,0.0,1.0,0.5020461249772467,0.4992605173835298,0.5111631760410309,0.5084083523390404,0.510542813701241,0.5108446296831668,0.5221182262053902,0.5072158111421627,0.5249225718201578,ok
COMBINED,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,135840f1d0257250,generator,True,0.0,0.0,1.0,0.5020461249772467,0.4992605173835298,0.5111631760410309,0.5084083523390404,0.510542813701241,0.5108446296831668,0.5221182262053902,0.5072158111421627,0.5249225718201578,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,b03cfbeb7ecc6e4d,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.498477970064989,0.4958341672020981,0.4983515731153688,0.4982883746405586,0.4958078345042606,0.4981725107700734,0.5007531151581542,0.4948703904612435,0.5035759803663404,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,b03cfbeb7ecc6e4d,uniform,False,0.0,0.0,1.0,0.4919685271595445,0.4929902358356418,0.5196441925868189,0.5191228051696352,0.5201655800040026,0.5201023815291924,0.5444653935685019,0.515878616796048,0.5493948746036929,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,1,b03cfbeb7ecc6e4d,generator,True,0.0,0.0,1.0,0.4919685271595445,0.4929902358356418,0.5196441925868189,0.5191228051696352,0.5201655800040026,0.5201023815291924,0.5444653935685019,0.515878616796048,0.5493948746036929,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,0148c1c2636aa667,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.5014377653019307,0.4978881176334278,0.4894879870232465,0.4999368015251899,0.489524852800219,0.4893405239153562,0.4881186867356934,0.4925373134328358,0.4870653788221911,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,0148c1c2636aa667,uniform,False,0.0,0.0,1.0,0.5130873508252668,0.5030756591074268,0.4969822728278157,0.5072994238405714,0.4935221563319605,0.4954339101949672,0.4966557473746301,0.5104909468184835,0.4903201002749133,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,2,0148c1c2636aa667,generator,True,0.0,0.0,1.0,0.5130873508252668,0.5030756591074268,0.4969822728278157,0.5072994238405714,0.4935221563319605,0.4954339101949672,0.4966557473746301,0.5104909468184835,0.4903201002749133,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,15a24fd9ccc2639e,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.5074521534880292,0.5065463086824171,0.5082421344231559,0.4982778415614236,0.5108385384299392,0.5088635860921222,0.5093217750344958,0.5003317919927532,0.5136877363359631,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,15a24fd9ccc2639e,uniform,False,0.0,0.0,1.0,0.507636482372892,0.5063198474810141,0.4924899145767282,0.4906097599511265,0.4940593433678467,0.4931324324039646,0.4823149601322954,0.4885558095197969,0.4854169519375599,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,3,15a24fd9ccc2639e,generator,True,0.0,0.0,1.0,0.507636482372892,0.5063198474810141,0.4924899145767282,0.4906097599511265,0.4940593433678467,0.4931324324039646,0.4823149601322954,0.4885558095197969,0.4854169519375599,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,9723e33a49653985,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.4979618491873729,0.5023067443305702,0.5119813775160893,0.5075364181211093,0.5101538882861627,0.5114705231780406,0.5064251782723643,0.5090795142143902,0.5066463729341998,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,9723e33a49653985,uniform,False,0.0,0.0,1.0,0.4912101454618228,0.5042711635892521,0.5034548499562878,0.5177061060259746,0.5024858066758655,0.5027438671146737,0.5069360326104131,0.5190332739969875,0.5023541431866778,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,4,9723e33a49653985,generator,True,0.0,0.0,1.0,0.4912101454618228,0.5042711635892521,0.5034548499562878,0.5177061060259746,0.5024858066758655,0.5027438671146737,0.5069360326104131,0.5190332739969875,0.5023541431866778,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,0de7cdd8f9059bc2,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.497870249017038,0.4941762144336871,0.5089787764765568,0.4958356233881537,0.513011034541073,0.5125829704477233,0.5059453346298567,0.4995296579715046,0.5091690271847124,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,0de7cdd8f9059bc2,uniform,False,0.0,0.0,1.0,0.4989324821375723,0.5007610028326217,0.5145806028833552,0.5379497315351118,0.5076417367775757,0.5109975478797615,0.5263814315308841,0.5400741977761806,0.5129476176383546,ok
BRCA,"pgm@binning=uniform,epsilon=0.3,n_bins=16",uniform,16,0.3,5,0de7cdd8f9059bc2,generator,True,0.0,0.0,1.0,0.4989324821375723,0.5007610028326217,0.5145806028833552,0.5379497315351118,0.5076417367775757,0.5109975478797615,0.5263814315308841,0.5400741977761806,0.5129476176383546,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,927bce46b97c7d7a,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.4898355786347023,0.5022488123953275,0.5050716776035139,0.5061460516752863,0.5061197189774487,0.5043922939993049,0.5157627529255626,0.5024068085823529,0.5211820221405323,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,927bce46b97c7d7a,uniform,False,0.0,0.0,1.0,0.5490999483879122,0.5660055403996249,0.5344010364549868,0.547430455345011,0.5363022572388587,0.5350593539009258,0.5855233360368236,0.5717776677656179,0.5838749091521924,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,1,927bce46b97c7d7a,generator,True,0.0,0.0,1.0,0.5490999483879122,0.5660055403996249,0.5344010364549868,0.547430455345011,0.5363022572388587,0.5350593539009258,0.5855233360368236,0.5717776677656179,0.5838749091521924,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,2f43b0ded6d65385,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.5046450878985455,0.5016115611076586,0.5187488808603418,0.5028175986686187,0.5152150328105416,0.5196441925868189,0.530667059901621,0.5093007088762258,0.5438860742160756,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,2f43b0ded6d65385,uniform,False,0.0,0.0,1.0,0.5372765670588483,0.5576317424872813,0.5269752156647952,0.5393410505693129,0.5279284593265149,0.5275861342546266,0.5643834462128314,0.5531973161714363,0.565531551838549,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,4,2f43b0ded6d65385,generator,True,0.0,0.0,1.0,0.5372765670588483,0.5576317424872813,0.5269752156647952,0.5393410505693129,0.5279284593265149,0.5275861342546266,0.5643834462128314,0.5531973161714363,0.565531551838549,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,a099ccf7a59fc634,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.5157890856234002,0.5077839454807823,0.5131294831418068,0.5094639716028186,0.5093428411927658,0.5118602471060365,0.5250213294852484,0.5138036002064483,0.5328421407430035,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,a099ccf7a59fc634,uniform,False,0.0,0.0,1.0,0.5160102802852358,0.4968295431803579,0.5185698185150465,0.5101907540631353,0.5230937760035391,0.5204868389176207,0.5459926900430803,0.5127871580699186,0.555272332761036,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,3,a099ccf7a59fc634,generator,True,0.0,0.0,1.0,0.5160102802852358,0.4968295431803579,0.5185698185150465,0.5101907540631353,0.5230937760035391,0.5204868389176207,0.5459926900430803,0.5127871580699186,0.555272332761036,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,0d116bea03bc996e,aux,False,5.275664069195759,18.65814728939221,0.0672377239583039,0.5072941573010038,0.4997314064820568,0.501585228409821,0.4992890171583859,0.5040815681648216,0.5049610802725961,0.501769557294684,0.4908362211525295,0.5107858730342641,ok
BRCA,"pgm@binning=uniform,n_bins=16",uniform,16,10.0,2,0d116bea03bc996e,uniform,False,0.0,0.0,1.0,0.5257428454059976,0.525490051506757,0.5172479170836011,0.5338796490378032,0.5207554324355639,0.5184223554071561,0.5468774686904223,0.5541084275166159,0.5572367520197179,ok
